video,Sentiment Score,C-Label,S-Label
video23,0.5,Social Interaction,Neutral
video4,0.5,Game Experience,Neutral
video82,0.75,Game Plot,Positive
video82,0.5,Audience Reaction,Neutral
video49,0.75,Audience Reaction,Positive
video114,0.65,Audience Reaction,Positive
video82,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video121,0.75,Audience Anticipation,Positive
video47,0.85,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video23,0.451,Audience Reaction,Neutral
video111,0.85,Audience Reaction,Highly Positive
video121,0.95,Game Design,Highly Positive
video23,0.25,Audience Reaction,Negative
video82,0.652,Game Experience,Positive
video2,0.85,Game Plot,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video2,0.0,Audience Reaction,Highly Negative
video2,0.15,Audience Feedback,Highly Negative
video82,0.75,Social Interaction,Positive
video8,0.925,Audience Reaction,Highly Positive
video48,0.453,Audience Feedback,Neutral
video41,0.5,Game Design,Neutral
video4,0.852,Audience Feedback,Highly Positive
video8,0.85,Audience Anticipation,Highly Positive
video3,0.925,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video66,0.5,Game Requirement,Neutral
video3,0.75,Audience Anticipation,Positive
video47,0.5,Game Design,Neutral
video81,0.5,Social Interaction,Neutral
video59,0.5,Game Plot,Neutral
video24,0.0,Social Interaction,Highly Negative
video44,0.75,Social Interaction,Positive
video82,0.5,Game Design,Neutral
video84,0.75,Audience Reaction,Positive
video82,0.75,Audience Reaction,Positive
video82,0.45,Game Experience,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.25,Game Experience,Negative
video81,0.652,Audience Reaction,Positive
video51,0.0,Social Interaction,Highly Negative
video73,0.85,Audience Reaction,Highly Positive
video87,0.25,Social Interaction,Negative
video47,0.65,Game Design,Positive
video16,0.75,Audience Anticipation,Positive
video76,0.85,Game Experience,Highly Positive
video41,0.85,Social Interaction,Highly Positive
video3,0.5,Audience Reaction,Neutral
video25,0.65,Game Design,Positive
video102,0.5,Audience Anticipation,Neutral
video5,0.456,Audience Reaction,Neutral
video106,0.85,Game Experience,Highly Positive
video82,0.65,Social Interaction,Positive
video2,0.925,Game Experience,Highly Positive
video57,0.85,Game Design,Highly Positive
video82,0.5,Social Interaction,Neutral
video13,0.95,Game Design,Highly Positive
video82,0.25,Social Interaction,Negative
video59,0.925,Game Plot,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.654,Game Plot,Positive
video4,0.75,Audience Reaction,Positive
video121,0.456,Audience Reaction,Neutral
video42,0.35,Audience Feedback,Negative
video82,0.85,Audience Reaction,Highly Positive
video23,0.5,Game Plot,Neutral
video3,0.85,Audience Reaction,Highly Positive
video103,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video37,0.925,Game Experience,Highly Positive
video91,0.85,Audience Anticipation,Highly Positive
video82,0.5,Game Plot,Neutral
video54,0.925,Audience Reaction,Highly Positive
video84,0.652,Social Interaction,Positive
video82,0.5,Audience Anticipation,Neutral
video82,0.95,Game Plot,Highly Positive
video85,0.456,Game Experience,Neutral
video82,0.5,Audience Anticipation,Neutral
video53,0.85,Game Design,Highly Positive
video3,0.95,Audience Feedback,Highly Positive
video82,0.25,Audience Reaction,Negative
video47,0.85,Game Experience,Highly Positive
video71,0.852,Audience Reaction,Highly Positive
video111,0.65,Audience Anticipation,Positive
video82,0.75,Game Design,Positive
video75,0.456,Game Design,Neutral
video69,0.5,Social Interaction,Neutral
video42,0.85,Audience Feedback,Highly Positive
video23,0.65,Audience Feedback,Positive
video23,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video80,0.456,Audience Reaction,Neutral
video82,0.75,Audience Reaction,Positive
video2,0.5,Audience Feedback,Neutral
video4,0.95,Audience Reaction,Highly Positive
video54,0.5,Audience Feedback,Neutral
video1,0.75,Game Design,Positive
video4,0.357,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video106,0.25,Social Interaction,Negative
video82,0.25,Audience Reaction,Negative
video2,0.925,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video23,0.95,Audience Reaction,Highly Positive
video60,0.25,Game Experience,Negative
video23,0.85,Audience Reaction,Highly Positive
video83,0.75,Game Design,Positive
video82,0.925,Game Plot,Highly Positive
video24,0.85,Game Plot,Highly Positive
video76,0.85,Audience Reaction,Highly Positive
video3,0.925,Game Design,Highly Positive
video103,0.5,Game Design,Neutral
video82,0.357,Game Plot,Negative
video107,0.5,Social Interaction,Neutral
video79,0.25,Audience Feedback,Negative
video82,0.5,Social Interaction,Neutral
video49,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Experience,Neutral
video23,0.5,Game Plot,Neutral
video92,0.5,Audience Reaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video47,0.75,Audience Reaction,Positive
video78,0.75,Social Interaction,Positive
video82,0.5,Social Interaction,Neutral
video82,0.25,Social Interaction,Negative
video23,0.75,Audience Reaction,Positive
video62,0.75,Audience Reaction,Positive
video82,0.15,Audience Reaction,Highly Negative
video82,0.25,Audience Reaction,Negative
video8,0.5,Game Design,Neutral
video60,0.75,Game Experience,Positive
video82,0.75,Game Plot,Positive
video82,0.85,Audience Reaction,Highly Positive
video42,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video117,0.925,Game Design,Highly Positive
video82,0.85,Audience Reaction,Highly Positive
video112,1.0,Audience Reaction,Highly Positive
video102,0.35,Audience Reaction,Negative
video3,0.95,Social Interaction,Highly Positive
video3,0.75,Game Design,Positive
video82,0.65,Game Plot,Positive
video81,0.85,Game Plot,Highly Positive
video8,0.95,Audience Reaction,Highly Positive
video51,0.25,Audience Reaction,Negative
video82,0.35,Game Design,Negative
video121,0.5,Information Share,Neutral
video78,0.85,Game Plot,Highly Positive
video4,0.5,Social Interaction,Neutral
video21,0.5,Game Design,Neutral
video53,0.85,Game Experience,Highly Positive
video16,0.85,Game Plot,Highly Positive
video80,0.25,Audience Feedback,Negative
video63,0.15,Social Interaction,Highly Negative
video23,0.85,Audience Reaction,Highly Positive
video101,0.357,Game Experience,Negative
video80,0.5,Social Interaction,Neutral
video121,0.75,Audience Reaction,Positive
video48,0.5,Audience Reaction,Neutral
video85,0.25,Audience Reaction,Negative
video59,0.85,Game Design,Highly Positive
video82,0.25,Social Interaction,Negative
video85,0.456,Social Interaction,Neutral
video82,0.5,Audience Reaction,Neutral
video48,0.925,Social Interaction,Highly Positive
video21,0.8,Social Interaction,Highly Positive
video82,0.5,Audience Reaction,Neutral
video60,0.25,Audience Reaction,Negative
video82,0.5,Social Interaction,Neutral
video51,0.25,Audience Reaction,Negative
video117,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.85,Game Experience,Highly Positive
video2,0.5,Information Share,Neutral
video4,0.95,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video3,0.5,Information Share,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.65,Social Interaction,Positive
video2,0.75,Audience Reaction,Positive
video23,0.65,Game Experience,Positive
video111,0.925,Audience Feedback,Highly Positive
video41,0.65,Game Experience,Positive
video8,0.85,Audience Anticipation,Highly Positive
video23,0.5,Information Share,Neutral
video82,0.5,Audience Anticipation,Neutral
video97,0.85,Social Interaction,Highly Positive
video60,0.25,Audience Reaction,Negative
video82,0.25,Audience Feedback,Negative
video53,0.75,Social Interaction,Positive
video82,0.25,Audience Reaction,Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video4,0.45,Audience Reaction,Neutral
video106,0.5,Game Design,Neutral
video8,0.925,Audience Reaction,Highly Positive
video16,0.75,Audience Reaction,Positive
video82,0.5,Audience Anticipation,Neutral
video47,0.5,Game Design,Neutral
video82,0.75,Audience Reaction,Positive
video113,0.35,Audience Feedback,Negative
video48,0.5,Audience Reaction,Neutral
video4,0.456,Game Plot,Neutral
video4,0.5,Social Interaction,Neutral
video60,0.35,Game Experience,Negative
video23,0.5,Social Interaction,Neutral
video2,0.75,Social Interaction,Positive
video59,0.25,Audience Reaction,Negative
video50,0.95,Game Design,Highly Positive
video78,0.85,Audience Reaction,Highly Positive
video3,0.85,Social Interaction,Highly Positive
video2,0.75,Social Interaction,Positive
video82,0.15,Social Interaction,Highly Negative
video4,0.0,Social Interaction,Highly Negative
video3,0.85,Game Plot,Highly Positive
video82,0.5,Audience Reaction,Neutral
video75,0.925,Game Design,Highly Positive
video4,0.85,Audience Reaction,Highly Positive
video3,0.85,Game Experience,Highly Positive
video7,0.5,Social Interaction,Neutral
video87,0.5,Game Plot,Neutral
video100,0.5,Audience Reaction,Neutral
video60,0.25,Game Experience,Negative
video21,0.5,Game Plot,Neutral
video82,0.5,Game Design,Neutral
video3,0.85,Game Design,Highly Positive
video121,0.5,Audience Reaction,Neutral
video100,0.45,Audience Reaction,Neutral
video98,0.85,Social Interaction,Highly Positive
video48,0.5,Game Plot,Neutral
video80,0.25,Audience Feedback,Negative
video3,0.25,Social Interaction,Negative
video55,0.75,Game Design,Positive
video59,0.5,Social Interaction,Neutral
video85,0.35,Audience Reaction,Negative
video8,0.95,Game Design,Highly Positive
video47,0.85,Game Experience,Highly Positive
video58,0.15,Audience Reaction,Highly Negative
video4,0.75,Audience Reaction,Positive
video70,0.35,Audience Feedback,Negative
video16,0.456,Social Interaction,Neutral
video7,0.75,Game Design,Positive
video82,0.5,Social Interaction,Neutral
video42,0.85,Social Interaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video8,0.35,Game Experience,Negative
video8,0.85,Social Interaction,Highly Positive
video4,0.456,Game Plot,Neutral
video82,0.75,Social Interaction,Positive
video24,0.25,Audience Reaction,Negative
video51,0.0,Social Interaction,Highly Negative
video96,0.85,Game Design,Highly Positive
video82,0.5,Audience Reaction,Neutral
video91,0.25,Social Interaction,Negative
video82,0.5,Social Interaction,Neutral
video54,0.65,Audience Reaction,Positive
video117,0.95,Audience Reaction,Highly Positive
video53,0.25,Audience Feedback,Negative
video3,0.75,Game Design,Positive
video82,0.5,Social Interaction,Neutral
video47,0.25,Audience Feedback,Negative
video3,0.5,Audience Reaction,Neutral
video3,0.5,Information Share,Neutral
video20,0.85,Social Interaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video10,0.5,Social Interaction,Neutral
video80,0.5,Game Requirement,Neutral
video13,0.925,Audience Reaction,Highly Positive
video45,0.852,Game Experience,Highly Positive
video82,0.25,Audience Reaction,Negative
video116,0.5,Audience Reaction,Neutral
video53,0.45,Game Design,Neutral
video82,0.75,Game Design,Positive
video82,0.25,Social Interaction,Negative
video62,0.15,Audience Feedback,Highly Negative
video59,0.85,Game Plot,Highly Positive
video102,0.85,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video54,0.5,Audience Feedback,Neutral
video42,0.95,Audience Reaction,Highly Positive
video21,0.5,Social Interaction,Neutral
video48,0.75,Audience Reaction,Positive
video81,0.75,Social Interaction,Positive
video51,0.5,Social Interaction,Neutral
video82,0.5,Social Interaction,Neutral
video48,0.5,Game Requirement,Neutral
video24,0.25,Audience Feedback,Negative
video89,0.85,Audience Reaction,Highly Positive
video116,0.15,Audience Reaction,Highly Negative
video23,0.5,Game Design,Neutral
video3,0.925,Social Interaction,Highly Positive
video17,0.925,Game Plot,Highly Positive
video82,0.25,Audience Reaction,Negative
video20,0.5,Game Plot,Neutral
video82,0.5,Game Plot,Neutral
video106,0.85,Game Plot,Highly Positive
video87,0.85,Audience Reaction,Highly Positive
video53,0.453,Audience Feedback,Neutral
video48,0.5,Social Interaction,Neutral
video84,0.5,Social Interaction,Neutral
video8,0.5,Game Design,Neutral
video16,0.5,Social Interaction,Neutral
video59,0.85,Game Design,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.75,Audience Reaction,Positive
video61,0.85,Information Share,Highly Positive
video117,0.75,Audience Anticipation,Positive
video111,0.75,Audience Anticipation,Positive
video92,0.5,Game Design,Neutral
video50,0.65,Game Design,Positive
video23,0.75,Game Design,Positive
video82,0.5,Game Design,Neutral
video82,0.5,Audience Reaction,Neutral
video82,0.75,Game Design,Positive
video85,0.75,Audience Reaction,Positive
video53,0.25,Audience Feedback,Negative
video25,0.85,Audience Anticipation,Highly Positive
video2,0.45,Audience Reaction,Neutral
video92,0.952,Audience Reaction,Highly Positive
video4,0.25,Audience Feedback,Negative
video82,0.75,Game Plot,Positive
video92,0.75,Game Plot,Positive
video60,0.25,Game Experience,Negative
video82,0.25,Audience Feedback,Negative
video97,0.25,Game Experience,Negative
video117,0.85,Game Design,Highly Positive
video60,0.85,Game Plot,Highly Positive
video82,0.75,Social Interaction,Positive
video82,0.652,Game Plot,Positive
video3,0.85,Game Experience,Highly Positive
video3,0.75,Progress and Updates,Positive
video82,0.5,Audience Anticipation,Neutral
video20,0.5,Audience Feedback,Neutral
video16,0.85,Game Plot,Highly Positive
video98,0.25,Game Experience,Negative
video102,0.75,Audience Reaction,Positive
video82,0.5,Social Interaction,Neutral
video3,0.75,Audience Reaction,Positive
video106,0.25,Audience Reaction,Negative
video8,0.65,Social Interaction,Positive
video41,0.85,Audience Anticipation,Highly Positive
video3,0.25,Game Experience,Negative
video3,0.925,Audience Reaction,Highly Positive
video4,0.852,Audience Reaction,Highly Positive
video8,0.5,Game Requirement,Neutral
video82,0.5,Audience Reaction,Neutral
video55,0.925,Audience Reaction,Highly Positive
video60,0.5,Audience Reaction,Neutral
video92,0.75,Audience Reaction,Positive
video20,0.5,Game Experience,Neutral
video114,0.925,Audience Reaction,Highly Positive
video44,0.925,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video13,0.75,Game Requirement,Positive
video82,0.85,Audience Reaction,Highly Positive
video99,0.5,Social Interaction,Neutral
video117,0.25,Social Interaction,Negative
video82,0.85,Social Interaction,Highly Positive
video23,0.75,Audience Reaction,Positive
video92,0.65,Game Design,Positive
video24,0.85,Audience Feedback,Highly Positive
video47,0.75,Audience Reaction,Positive
video4,0.85,Audience Reaction,Highly Positive
video16,0.75,Game Plot,Positive
video114,0.5,Social Interaction,Neutral
video8,0.789,Audience Reaction,Positive
video19,0.65,Audience Reaction,Positive
video16,0.45,Social Interaction,Neutral
video16,0.25,Audience Feedback,Negative
video82,0.65,Game Design,Positive
video8,0.75,Game Design,Positive
video82,0.45,Audience Reaction,Neutral
video3,0.5,Game Design,Neutral
video82,0.5,Game Plot,Neutral
video100,0.35,Game Experience,Negative
video23,0.35,Game Plot,Negative
video82,0.95,Audience Reaction,Highly Positive
video82,0.25,Audience Reaction,Negative
video2,0.5,Game Plot,Neutral
video82,0.25,Social Interaction,Negative
video82,0.0,Audience Reaction,Highly Negative
video111,0.5,Information Share,Neutral
video2,0.5,Audience Reaction,Neutral
video13,0.985,Game Design,Highly Positive
video47,0.95,Audience Anticipation,Highly Positive
video59,0.5,Social Interaction,Neutral
video82,0.65,Audience Reaction,Positive
video60,0.25,Audience Feedback,Negative
video50,0.95,Game Design,Highly Positive
video3,0.5,Information Share,Neutral
video3,0.85,Game Design,Highly Positive
