video,Sentiment Score,C-Label,IP,S-Label
video30,0.25,Social Interaction,Shanxi,Negative
video6,0.5,Audience Reaction,Guangdong,Neutral
video15,0.5,Social Interaction,Zhejiang,Neutral
video6,0.95,Social Interaction,Hebei,Highly Positive
video80,0.65,Game Experience,Shandong,Positive
video59,0.752,Game Plot,Ningxia,Positive
video52,0.95,Social Interaction,Jiangxi,Highly Positive
video75,0.75,Game Plot,Jiangsu,Positive
video6,0.65,Game Experience,Shanghai,Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video27,0.985,Audience Feedback,Shanxi,Highly Positive
video6,0.35,Audience Reaction,Hubei,Negative
video28,0.85,Social Interaction,Hebei,Highly Positive
video6,0.85,Social Interaction,Anhui,Highly Positive
video52,0.85,Social Interaction,Chongqing,Highly Positive
video2,0.75,Social Interaction,Chongqing,Positive
video14,0.925,Audience Reaction,Liaoning,Highly Positive
video28,0.925,Game Plot,Guangdong,Highly Positive
video56,0.35,Social Interaction,Tianjin,Negative
video67,0.75,Game Plot,Guangdong,Positive
video35,0.75,Audience Feedback,Guangdong,Positive
video81,0.45,Social Interaction,Liaoning,Neutral
video36,0.654,Game Experience,Gansu,Positive
video28,0.85,Social Interaction,Zhejiang,Highly Positive
video11,0.5,Game Design,Guangdong,Neutral
video41,0.789,Audience Reaction,Zhejiang,Positive
video88,0.925,Game Experience,Sichuan,Highly Positive
video82,0.235,Audience Feedback,Hubei,Negative
video82,0.95,Audience Reaction,Hunan,Highly Positive
video6,0.5,Social Interaction,Jiangsu,Neutral
video80,0.925,Audience Reaction,Sichuan,Highly Positive
video80,0.85,Game Plot,Inner Mongolia,Highly Positive
video59,0.45,Audience Anticipation,Anhui,Neutral
video81,0.752,Game Experience,Beijing,Positive
video59,0.75,Game Plot,Zhejiang,Positive
video2,0.852,Game Plot,Hong Kong,Highly Positive
video59,0.35,Audience Feedback,Guangdong,Negative
video2,0.95,Social Interaction,Jiangxi,Highly Positive
video14,0.75,Social Interaction,Jiangxi,Positive
video80,0.75,Social Interaction,Guangdong,Positive
video21,0.5,Game Design,Yunnan,Neutral
video6,0.15,Game Plot,Liaoning,Highly Negative
video42,0.85,Social Interaction,Sichuan,Highly Positive
video17,0.95,Audience Reaction,Shaanxi,Highly Positive
video17,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video56,0.5,Social Interaction,Guangdong,Neutral
video80,0.75,Audience Reaction,Xinjiang,Positive
video46,0.85,Game Plot,Jiangsu,Highly Positive
video6,0.5,Social Interaction,Jilin,Neutral
video1,0.95,Social Interaction,Jiangxi,Highly Positive
video1,0.357,Audience Reaction,Zhejiang,Negative
video6,0.5,Game Experience,Heilongjiang,Neutral
video56,0.85,Social Interaction,Hubei,Highly Positive
video81,0.75,Audience Reaction,Shanghai,Positive
video47,0.5,Social Interaction,Sichuan,Neutral
video59,0.95,Audience Reaction,Guangdong,Highly Positive
video59,0.95,Audience Reaction,Shanxi,Highly Positive
video1,1.0,Audience Reaction,Jiangsu,Highly Positive
video79,0.5,Social Interaction,Guangdong,Neutral
video15,0.85,Game Plot,Shandong,Highly Positive
video46,0.75,Game Plot,Inner Mongolia,Positive
video76,0.5,Game Requirement,Zhejiang,Neutral
video85,0.5,Game Experience,Sichuan,Neutral
video80,0.95,Audience Reaction,Beijing,Highly Positive
video56,0.15,Social Interaction,Henan,Highly Negative
video80,0.925,Social Interaction,Shandong,Highly Positive
video50,0.925,Audience Reaction,Guangdong,Highly Positive
video15,0.5,Social Interaction,Henan,Neutral
video14,0.75,Social Interaction,Fujian,Positive
video14,0.456,Game Experience,Yunnan,Neutral
video84,0.75,Audience Reaction,Guizhou,Positive
video28,0.652,Game Plot,Guangdong,Positive
video6,0.75,Social Interaction,Guangdong,Positive
video52,0.75,Game Plot,Guangdong,Positive
video46,0.85,Game Plot,Heilongjiang,Highly Positive
video81,0.5,Game Experience,Jiangsu,Neutral
video44,0.45,Audience Reaction,Sichuan,Neutral
video73,0.753,Game Plot,Guangdong,Positive
video61,0.5,Information Share,Henan,Neutral
video56,0.25,Game Plot,Tianjin,Negative
video40,0.75,Game Plot,Tianjin,Positive
video44,0.5,Audience Reaction,Guizhou,Neutral
video75,0.25,Audience Feedback,Guangdong,Negative
video59,0.95,Audience Reaction,Hubei,Highly Positive
video6,0.35,Social Interaction,Zhejiang,Negative
video64,0.5,Audience Reaction,Fujian,Neutral
video1,0.5,Social Interaction,Shandong,Neutral
video6,0.5,Social Interaction,Jiangsu,Neutral
video69,0.5,Social Interaction,Fujian,Neutral
video89,0.75,Audience Reaction,Chongqing,Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video14,0.985,Audience Reaction,Unknown,Highly Positive
video56,0.5,Social Interaction,Jiangsu,Neutral
video48,0.852,Game Plot,Beijing,Highly Positive
video6,0.5,Social Interaction,Hubei,Neutral
video49,0.85,Social Interaction,Anhui,Highly Positive
video60,0.65,Social Interaction,Guizhou,Positive
video11,0.75,Game Experience,Guangdong,Positive
video6,0.85,Social Interaction,Sichuan,Highly Positive
video46,0.85,Audience Reaction,Liaoning,Highly Positive
video14,0.95,Audience Reaction,Beijing,Highly Positive
video14,0.9,Audience Reaction,Beijing,Highly Positive
video80,0.75,Social Interaction,Henan,Positive
video50,0.5,Social Interaction,Zhejiang,Neutral
video5,0.25,Game Experience,Zhejiang,Negative
video6,0.35,Game Experience,Guangdong,Negative
video1,0.456,Game Plot,Sichuan,Neutral
video59,0.85,Game Design,Sichuan,Highly Positive
video81,0.35,Game Experience,Beijing,Negative
video80,0.75,Social Interaction,Anhui,Positive
video67,0.85,Game Plot,Shanghai,Highly Positive
video6,0.95,Social Interaction,Fujian,Highly Positive
video6,0.45,Game Experience,Sichuan,Neutral
video50,0.5,Social Interaction,Shaanxi,Neutral
video80,0.25,Game Experience,Fujian,Negative
video14,0.5,Social Interaction,Chongqing,Neutral
video17,0.75,Social Interaction,Tianjin,Positive
video56,0.456,Social Interaction,Shanghai,Neutral
video67,0.654,Game Plot,Jiangsu,Positive
video46,0.75,Game Plot,Hunan,Positive
video41,0.5,Audience Reaction,Guangxi,Neutral
video47,0.95,Audience Reaction,Sichuan,Highly Positive
video2,0.923,Game Design,Xinjiang,Highly Positive
video88,0.357,Game Experience,Beijing,Negative
video81,0.35,Game Experience,Liaoning,Negative
video15,0.95,Audience Reaction,Henan,Highly Positive
video14,0.85,Game Experience,Liaoning,Highly Positive
video73,0.65,Game Plot,Guangdong,Positive
video82,0.652,Game Experience,Guangxi,Positive
video54,0.5,Social Interaction,Jiangsu,Neutral
video59,0.85,Social Interaction,Shanghai,Highly Positive
video59,0.95,Game Plot,Chongqing,Highly Positive
video50,0.2,Audience Reaction,Zhejiang,Negative
video1,0.85,Game Plot,Guangdong,Highly Positive
video6,0.456,Audience Reaction,Beijing,Neutral
video41,0.85,Game Plot,Tianjin,Highly Positive
video48,0.925,Social Interaction,Beijing,Highly Positive
video59,0.65,Game Experience,Guangdong,Positive
video14,0.75,Audience Feedback,Shanxi,Positive
video59,0.985,Audience Reaction,Liaoning,Highly Positive
video79,0.75,Game Experience,Zhejiang,Positive
video3,0.852,Game Experience,Shanghai,Highly Positive
video67,0.75,Audience Reaction,Sichuan,Positive
video57,0.5,Social Interaction,Shanxi,Neutral
video59,0.25,Game Experience,Guangdong,Negative
video50,0.75,Social Interaction,Beijing,Positive
video10,0.985,Game Plot,Ningxia,Highly Positive
video80,0.75,Game Experience,Guangdong,Positive
video6,0.456,Audience Reaction,Guangdong,Neutral
video6,0.456,Audience Reaction,Anhui,Neutral
video59,0.789,Game Plot,Zhejiang,Positive
video1,0.25,Game Plot,Jiangxi,Negative
video1,0.75,Game Design,Hebei,Positive
video56,0.85,Audience Reaction,Guangdong,Highly Positive
video6,0.5,Social Interaction,Hubei,Neutral
video14,0.985,Game Experience,Hubei,Highly Positive
video81,0.65,Audience Reaction,Sichuan,Positive
video6,0.65,Social Interaction,Henan,Positive
video41,0.95,Social Interaction,Hubei,Highly Positive
video14,0.5,Social Interaction,Guangdong,Neutral
video54,0.5,Social Interaction,Zhejiang,Neutral
video14,0.95,Game Plot,Shanxi,Highly Positive
video81,0.35,Information Share,Guangdong,Negative
video40,0.25,Audience Feedback,Anhui,Negative
video62,0.25,Game Plot,Hebei,Negative
video3,0.85,Audience Reaction,Guangdong,Highly Positive
video76,0.5,Social Interaction,Guangdong,Neutral
video88,0.5,Information Share,Guangdong,Neutral
video50,0.5,Social Interaction,Hunan,Neutral
video89,0.85,Social Interaction,Tianjin,Highly Positive
video26,0.75,Audience Reaction,Sichuan,Positive
video57,0.95,Social Interaction,Shanghai,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video56,0.85,Audience Reaction,Sichuan,Highly Positive
video14,0.75,Social Interaction,Hubei,Positive
video56,0.65,Social Interaction,Hunan,Positive
video17,0.95,Audience Reaction,Guizhou,Highly Positive
video56,0.95,Audience Reaction,Henan,Highly Positive
video6,0.85,Game Plot,Yunnan,Highly Positive
video41,0.95,Social Interaction,Guangxi,Highly Positive
video15,0.5,Social Interaction,Shanxi,Neutral
video6,0.75,Social Interaction,Liaoning,Positive
video6,0.85,Social Interaction,Guangxi,Highly Positive
video65,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Jiangxi,Neutral
video46,0.85,Audience Reaction,Guangdong,Highly Positive
video81,0.5,Social Interaction,Jiangsu,Neutral
video26,0.0,Social Interaction,Jiangxi,Highly Negative
video62,0.85,Game Plot,Liaoning,Highly Positive
video14,0.5,Social Interaction,Henan,Neutral
video56,0.5,Audience Reaction,Jiangsu,Neutral
video80,0.65,Social Interaction,Zhejiang,Positive
video16,0.95,Audience Reaction,Hunan,Highly Positive
video80,0.65,Game Experience,Guangdong,Positive
video59,0.5,Audience Reaction,Hebei,Neutral
video1,0.652,Game Plot,Hubei,Positive
video80,0.95,Audience Reaction,Zhejiang,Highly Positive
video48,0.15,Audience Reaction,Hubei,Highly Negative
video50,0.75,Social Interaction,Hubei,Positive
video6,0.85,Social Interaction,Anhui,Highly Positive
video65,0.995,Audience Reaction,Zhejiang,Highly Positive
video50,0.45,Social Interaction,Guangdong,Neutral
video6,0.5,Social Interaction,Sichuan,Neutral
video6,0.5,Game Experience,Liaoning,Neutral
video67,0.5,Information Share,Henan,Neutral
video24,0.85,Game Design,Hubei,Highly Positive
video1,0.95,Social Interaction,Hubei,Highly Positive
video80,0.5,Social Interaction,Shandong,Neutral
video80,0.5,Social Interaction,Jiangsu,Neutral
video6,0.5,Social Interaction,Tianjin,Neutral
video7,0.0,Audience Feedback,Guangdong,Highly Negative
video1,0.456,Game Design,Guangdong,Neutral
video22,0.85,Audience Reaction,Guangdong,Highly Positive
video56,0.85,Audience Reaction,Guangdong,Highly Positive
video76,0.5,Audience Anticipation,Tianjin,Neutral
video80,0.65,Social Interaction,Chongqing,Positive
video80,0.85,Game Experience,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Jiangxi,Neutral
video57,0.456,Audience Feedback,Guangdong,Neutral
video82,0.85,Game Experience,Shaanxi,Highly Positive
video14,0.925,Game Plot,Henan,Highly Positive
video80,0.5,Audience Reaction,Jiangsu,Neutral
video52,0.75,Audience Reaction,Sichuan,Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video3,0.85,Audience Reaction,Shaanxi,Highly Positive
video1,0.75,Game Plot,Jiangsu,Positive
video14,0.925,Audience Reaction,Zhejiang,Highly Positive
video1,0.85,Game Plot,Henan,Highly Positive
video6,0.65,Game Plot,Shandong,Positive
video5,0.654,Game Experience,Shaanxi,Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video8,0.85,Game Experience,Shanxi,Highly Positive
video65,0.85,Progress and Updates,Sichuan,Highly Positive
video6,0.888,Audience Reaction,Hunan,Highly Positive
video49,0.852,Game Plot,Hunan,Highly Positive
video50,0.5,Audience Reaction,Hunan,Neutral
video6,0.5,Social Interaction,Beijing,Neutral
video6,0.5,Audience Reaction,Guangdong,Neutral
video3,0.85,Game Design,Hebei,Highly Positive
video76,0.5,Game Experience,Shanghai,Neutral
video6,0.5,Social Interaction,Zhejiang,Neutral
video46,0.85,Audience Reaction,Shandong,Highly Positive
video47,0.55,Audience Reaction,Shanxi,Neutral
video28,0.985,Audience Anticipation,Beijing,Highly Positive
video47,0.925,Audience Reaction,Liaoning,Highly Positive
video78,0.85,Social Interaction,Shandong,Highly Positive
video56,0.456,Social Interaction,Anhui,Neutral
video80,0.75,Audience Reaction,Xinjiang,Positive
video46,0.5,Game Design,Shanxi,Neutral
video46,0.75,Game Plot,Anhui,Positive
video14,0.85,Social Interaction,Zhejiang,Highly Positive
video17,0.999,Social Interaction,Xinjiang,Highly Positive
video2,0.925,Social Interaction,Anhui,Highly Positive
video6,0.957,Game Plot,Anhui,Highly Positive
video7,0.5,Game Design,Guangdong,Neutral
video10,0.5,Game Requirement,Jiangsu,Neutral
video56,0.5,Social Interaction,Hebei,Neutral
video88,0.35,Game Design,Henan,Negative
video82,0.85,Social Interaction,Guangxi,Highly Positive
video56,0.85,Game Plot,Shanghai,Highly Positive
video6,0.5,Social Interaction,Anhui,Neutral
video80,0.35,Audience Reaction,Liaoning,Negative
video44,0.85,Audience Anticipation,Sichuan,Highly Positive
video85,0.925,Game Experience,Shanghai,Highly Positive
video6,0.85,Social Interaction,Jiangxi,Highly Positive
video76,0.5,Game Requirement,Guangdong,Neutral
video50,0.75,Game Plot,Shanghai,Positive
video59,0.25,Audience Feedback,Guangdong,Negative
video80,0.95,Audience Reaction,Jiangsu,Highly Positive
video59,0.925,Game Plot,Shanghai,Highly Positive
video79,0.5,Audience Reaction,Inner Mongolia,Neutral
video75,0.85,Audience Reaction,Sichuan,Highly Positive
video56,0.25,Audience Reaction,Guangdong,Negative
video80,0.35,Social Interaction,Fujian,Negative
video6,0.5,Social Interaction,Guangdong,Neutral
video6,0.5,Game Plot,Henan,Neutral
video6,0.5,Social Interaction,Shaanxi,Neutral
video14,0.5,Audience Reaction,Hubei,Neutral
video6,0.45,Game Plot,Shanghai,Neutral
video6,0.75,Audience Reaction,Sichuan,Positive
video56,0.888,Audience Reaction,Liaoning,Highly Positive
video6,0.5,Social Interaction,Guizhou,Neutral
video60,0.35,Game Experience,Sichuan,Negative
video22,0.85,Social Interaction,Anhui,Highly Positive
video6,0.75,Audience Reaction,Shandong,Positive
video80,0.65,Social Interaction,Yunnan,Positive
video48,0.75,Game Plot,Guangdong,Positive
video67,0.352,Game Design,Hebei,Negative
video44,0.925,Audience Reaction,Guangdong,Highly Positive
video59,0.75,Social Interaction,Shaanxi,Positive
video14,0.75,Social Interaction,Shanghai,Positive
video82,0.85,Social Interaction,Beijing,Highly Positive
video40,0.456,Game Design,Shandong,Neutral
video56,0.75,Game Experience,Shanxi,Positive
video28,0.925,Game Requirement,Yunnan,Highly Positive
video80,0.5,Social Interaction,Anhui,Neutral
video14,0.85,Audience Anticipation,Inner Mongolia,Highly Positive
video1,0.5,Game Plot,Beijing,Neutral
video40,0.5,Social Interaction,Guangxi,Neutral
video46,0.85,Social Interaction,Shaanxi,Highly Positive
video82,0.35,Social Interaction,Henan,Negative
video56,0.456,Audience Reaction,Guangdong,Neutral
video50,0.925,Game Plot,Heilongjiang,Highly Positive
video60,0.5,Social Interaction,Sichuan,Neutral
video80,0.752,Social Interaction,Shandong,Positive
video83,0.85,Audience Reaction,Hunan,Highly Positive
video75,0.5,Game Plot,Guangdong,Neutral
video59,0.75,Game Plot,Shandong,Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video41,0.925,Game Design,Guangdong,Highly Positive
video1,0.5,Social Interaction,Beijing,Neutral
video1,0.5,Social Interaction,Zhejiang,Neutral
video40,0.456,Audience Reaction,Sichuan,Neutral
video88,0.925,Social Interaction,Jiangsu,Highly Positive
video11,0.5,Game Design,Shaanxi,Neutral
video74,0.85,Audience Reaction,Hubei,Highly Positive
video47,0.925,Audience Reaction,Shandong,Highly Positive
video27,0.925,Progress and Updates,Guangxi,Highly Positive
video80,0.925,Social Interaction,Yunnan,Highly Positive
video6,0.25,Audience Reaction,Jiangsu,Negative
video6,0.95,Audience Reaction,Guangdong,Highly Positive
video15,0.5,Social Interaction,Zhejiang,Neutral
video41,0.75,Game Plot,Gansu,Positive
video80,0.75,Social Interaction,Jiangsu,Positive
video80,0.45,Social Interaction,Zhejiang,Neutral
video60,0.925,Audience Reaction,Anhui,Highly Positive
video81,0.65,Game Experience,Guangxi,Positive
video68,0.925,Audience Anticipation,Liaoning,Highly Positive
video40,0.85,Audience Reaction,Zhejiang,Highly Positive
video67,0.652,Audience Feedback,Fujian,Positive
video81,0.75,Game Experience,Guangdong,Positive
video6,0.5,Social Interaction,Liaoning,Neutral
video81,0.95,Game Experience,Hubei,Highly Positive
video27,0.95,Game Design,Guangdong,Highly Positive
video3,0.45,Game Experience,Jiangsu,Neutral
video50,0.753,Game Plot,Guangxi,Positive
video6,0.85,Game Plot,Shandong,Highly Positive
video48,0.753,Game Plot,Zhejiang,Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video54,0.85,Audience Reaction,Xinjiang,Highly Positive
video1,0.85,Audience Anticipation,Guizhou,Highly Positive
video56,0.925,Audience Reaction,Inner Mongolia,Highly Positive
video56,0.925,Game Experience,Heilongjiang,Highly Positive
video59,0.85,Game Plot,Zhejiang,Highly Positive
video48,0.5,Social Interaction,Yunnan,Neutral
video6,0.456,Social Interaction,Hubei,Neutral
video6,0.25,Audience Reaction,Ningxia,Negative
video80,0.75,Audience Reaction,Beijing,Positive
video59,0.925,Information Share,Yunnan,Highly Positive
video56,0.45,Social Interaction,Guangdong,Neutral
video50,0.852,Game Plot,Hebei,Highly Positive
video67,0.357,Game Plot,Guangdong,Negative
video85,0.5,Information Share,Gansu,Neutral
video59,0.85,Game Plot,Yunnan,Highly Positive
video49,0.25,Audience Reaction,Shandong,Negative
video76,0.5,Social Interaction,Jiangsu,Neutral
video21,0.95,Social Interaction,Hubei,Highly Positive
video56,0.65,Social Interaction,Beijing,Positive
video56,0.5,Social Interaction,Hubei,Neutral
video41,0.925,Audience Feedback,Yunnan,Highly Positive
video59,0.5,Game Experience,Hebei,Neutral
video59,0.753,Game Design,Shandong,Positive
