video,Sentiment Score,Classification,Label
video20,0.925,Game Design,Highly Positive
video47,0.5,Social Interaction,Neutral
video40,0.75,Game Plot,Positive
video23,0.95,Audience Reaction,Highly Positive
video16,0.75,Social Interaction,Positive
video35,0.95,Social Interaction,Highly Positive
video32,0.75,Audience Reaction,Positive
video3,0.75,Audience Reaction,Positive
video18,0.5,Game Design,Neutral
video70,0.456,Social Interaction,Neutral
video3,0.5,Social Interaction,Neutral
video83,0.5,Social Interaction,Neutral
video2,0.925,Audience Reaction,Highly Positive
video100,0.925,Audience Reaction,Highly Positive
video85,0.5,Audience Reaction,Neutral
video82,0.5,Game Design,Neutral
video82,0.5,Audience Anticipation,Neutral
video54,0.25,Audience Reaction,Negative
video47,0.85,Audience Feedback,Highly Positive
video3,0.925,Audience Anticipation,Highly Positive
video50,0.0,Audience Reaction,Highly Negative
video3,0.75,Audience Reaction,Positive
video82,0.5,Game Plot,Neutral
video111,0.75,Audience Reaction,Positive
video30,0.25,Game Requirement,Negative
video8,0.25,Audience Feedback,Negative
video82,0.5,Game Plot,Neutral
video15,0.75,Social Interaction,Positive
video82,0.0,Audience Reaction,Highly Negative
video18,0.5,Game Design,Neutral
video92,0.5,Game Plot,Neutral
video82,0.25,Social Interaction,Negative
video82,0.35,Game Plot,Negative
video82,0.5,Social Interaction,Neutral
video82,0.75,Social Interaction,Positive
video30,0.5,Social Interaction,Neutral
video47,0.65,Audience Reaction,Positive
video82,0.55,Audience Anticipation,Neutral
video121,0.925,Audience Reaction,Highly Positive
video39,0.85,Game Design,Highly Positive
video97,0.35,Audience Feedback,Negative
video82,0.75,Audience Reaction,Positive
video16,0.75,Game Experience,Positive
video53,0.25,Audience Feedback,Negative
video59,0.25,Game Design,Negative
video8,0.45,Social Interaction,Neutral
video4,0.925,Game Design,Highly Positive
video82,0.85,Game Design,Highly Positive
video82,0.5,Audience Reaction,Neutral
video2,0.925,Audience Reaction,Highly Positive
video3,0.75,Game Plot,Positive
video82,0.75,Game Plot,Positive
video21,0.25,Audience Feedback,Negative
video72,0.85,Game Requirement,Highly Positive
video36,0.5,Audience Anticipation,Neutral
video2,0.25,Game Requirement,Negative
video82,0.5,Game Requirement,Neutral
video82,0.25,Game Design,Negative
video71,0.85,Game Design,Highly Positive
video54,0.925,Game Design,Highly Positive
video111,0.75,Social Interaction,Positive
video16,0.852,Audience Reaction,Highly Positive
video80,0.5,Audience Feedback,Neutral
video50,0.15,Audience Reaction,Highly Negative
video20,0.25,Audience Feedback,Negative
video3,0.925,Audience Reaction,Highly Positive
video82,0.0,Game Design,Highly Negative
video54,0.75,Game Design,Positive
video111,0.5,Social Interaction,Neutral
video113,0.5,Audience Reaction,Neutral
video31,0.925,Audience Reaction,Highly Positive
video3,0.5,Social Interaction,Neutral
video54,0.654,Audience Reaction,Positive
video25,0.65,Social Interaction,Positive
video9,0.85,Game Design,Highly Positive
video4,0.85,Social Interaction,Highly Positive
video9,0.5,Audience Reaction,Neutral
video2,0.95,Audience Reaction,Highly Positive
video29,0.5,Audience Feedback,Neutral
video9,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.95,Audience Reaction,Highly Positive
video40,0.15,Audience Reaction,Highly Negative
video54,0.925,Game Experience,Highly Positive
video93,0.35,Audience Reaction,Negative
video48,0.35,Audience Feedback,Negative
video2,0.925,Game Design,Highly Positive
video47,0.925,Audience Reaction,Highly Positive
video8,0.75,Game Experience,Positive
video82,0.5,Audience Anticipation,Neutral
video29,0.5,Audience Anticipation,Neutral
video82,0.75,Audience Reaction,Positive
video2,0.75,Game Plot,Positive
video101,0.75,Audience Feedback,Positive
video82,0.5,Audience Reaction,Neutral
video82,0.75,Audience Reaction,Positive
video4,0.25,Game Experience,Negative
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Game Plot,Neutral
video82,0.75,Social Interaction,Positive
video50,0.888,Information Share,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video14,0.456,Audience Reaction,Neutral
video75,0.925,Audience Feedback,Highly Positive
video53,0.5,Audience Feedback,Neutral
video100,0.85,Audience Reaction,Highly Positive
video3,0.925,Game Plot,Highly Positive
video60,0.65,Game Experience,Positive
video82,0.25,Audience Feedback,Negative
video3,0.925,Game Design,Highly Positive
video82,0.35,Game Experience,Negative
video82,0.5,Game Design,Neutral
video23,0.35,Game Experience,Negative
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Design,Neutral
video54,0.95,Social Interaction,Highly Positive
video16,0.5,Social Interaction,Neutral
video51,0.95,Audience Reaction,Highly Positive
video59,0.15,Audience Reaction,Highly Negative
video82,0.5,Social Interaction,Neutral
video15,0.0,Information Share,Highly Negative
video82,0.75,Game Design,Positive
video2,0.35,Social Interaction,Negative
video40,0.654,Audience Reaction,Positive
video59,0.925,Game Design,Highly Positive
video3,0.75,Game Plot,Positive
video3,0.25,Audience Feedback,Negative
video3,0.925,Game Design,Highly Positive
video82,0.15,Audience Reaction,Highly Negative
video41,0.85,Social Interaction,Highly Positive
video3,0.85,Game Design,Highly Positive
video121,0.925,Audience Anticipation,Highly Positive
video3,0.0,Audience Feedback,Highly Negative
video23,0.75,Game Experience,Positive
video30,0.95,Audience Anticipation,Highly Positive
video111,0.35,Audience Feedback,Negative
video33,0.5,Audience Reaction,Neutral
video81,0.75,Audience Reaction,Positive
video82,0.5,Audience Reaction,Neutral
video29,0.95,Audience Reaction,Highly Positive
video85,0.65,Game Plot,Positive
video82,0.925,Social Interaction,Highly Positive
video106,0.95,Audience Reaction,Highly Positive
video82,0.75,Audience Reaction,Positive
video85,0.25,Social Interaction,Negative
video92,0.456,Audience Reaction,Neutral
video82,0.5,Audience Reaction,Neutral
video104,0.75,Game Plot,Positive
video51,0.85,Game Plot,Highly Positive
video82,0.5,Game Design,Neutral
video117,0.925,Social Interaction,Highly Positive
video23,0.75,Game Plot,Positive
video3,0.35,Game Requirement,Negative
video4,0.5,Social Interaction,Neutral
video59,0.35,Audience Reaction,Negative
video82,0.85,Audience Reaction,Highly Positive
video111,0.35,Audience Feedback,Negative
video59,0.85,Audience Reaction,Highly Positive
video82,0.75,Game Plot,Positive
video59,0.5,Social Interaction,Neutral
video3,0.5,Information Share,Neutral
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Audience Reaction,Neutral
video70,0.35,Audience Feedback,Negative
video23,0.65,Game Experience,Positive
video52,0.85,Game Design,Highly Positive
video82,0.65,Social Interaction,Positive
video4,0.925,Social Interaction,Highly Positive
video23,0.5,Information Share,Neutral
video23,0.75,Audience Reaction,Positive
video82,0.5,Game Design,Neutral
video3,0.85,Audience Reaction,Highly Positive
video23,0.5,Social Interaction,Neutral
video62,0.925,Audience Reaction,Highly Positive
video3,0.5,Audience Reaction,Neutral
video82,0.5,Social Interaction,Neutral
video53,0.65,Audience Feedback,Positive
video3,0.456,Game Design,Neutral
video92,0.85,Audience Reaction,Highly Positive
video82,0.75,Game Plot,Positive
video29,0.95,Audience Reaction,Highly Positive
video21,0.5,Game Design,Neutral
video44,0.925,Game Design,Highly Positive
video106,0.925,Game Design,Highly Positive
video25,0.5,Audience Feedback,Neutral
video80,0.85,Game Design,Highly Positive
video82,0.925,Game Design,Highly Positive
video59,0.925,Game Plot,Highly Positive
video80,0.25,Audience Anticipation,Negative
video36,0.45,Audience Feedback,Neutral
video79,0.95,Audience Reaction,Highly Positive
video87,0.15,Audience Reaction,Highly Negative
video82,0.5,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.85,Audience Reaction,Highly Positive
video82,0.75,Social Interaction,Positive
video32,0.25,Audience Reaction,Negative
video82,0.5,Game Requirement,Neutral
video15,0.65,Game Design,Positive
video47,0.25,Audience Feedback,Negative
video3,0.456,Audience Feedback,Neutral
video21,0.25,Game Design,Negative
video82,0.5,Game Design,Neutral
video82,0.5,Game Plot,Neutral
video82,0.5,Social Interaction,Neutral
video29,0.995,Audience Reaction,Highly Positive
video82,0.5,Game Design,Neutral
video4,0.5,Social Interaction,Neutral
video48,0.85,Audience Reaction,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.75,Audience Reaction,Positive
video75,0.925,Game Experience,Highly Positive
video82,0.5,Social Interaction,Neutral
video82,0.5,Game Plot,Neutral
video4,0.75,Game Experience,Positive
video82,0.65,Game Experience,Positive
video55,0.5,Game Design,Neutral
video82,0.5,Social Interaction,Neutral
video3,0.925,Audience Anticipation,Highly Positive
video3,0.25,Audience Anticipation,Negative
video59,0.65,Audience Reaction,Positive
video75,0.254,Audience Reaction,Negative
video3,0.75,Game Plot,Positive
video92,0.35,Social Interaction,Negative
video82,0.5,Game Design,Neutral
video3,0.95,Audience Reaction,Highly Positive
video82,0.75,Game Plot,Positive
video83,0.5,Social Interaction,Neutral
video3,0.35,Game Experience,Negative
video100,0.75,Game Plot,Positive
video87,0.15,Audience Feedback,Highly Negative
video16,0.85,Game Design,Highly Positive
video4,0.95,Audience Reaction,Highly Positive
video82,0.925,Social Interaction,Highly Positive
video5,0.5,Audience Reaction,Neutral
video111,0.45,Audience Reaction,Neutral
video82,0.85,Game Plot,Highly Positive
video70,0.25,Audience Feedback,Negative
video82,0.85,Game Plot,Highly Positive
video82,0.5,Game Experience,Neutral
video50,0.5,Audience Reaction,Neutral
video97,0.75,Game Plot,Positive
video4,0.35,Audience Reaction,Negative
video73,0.453,Game Experience,Neutral
video2,0.825,Game Experience,Highly Positive
video82,0.75,Game Design,Positive
video48,0.65,Audience Reaction,Positive
video53,0.95,Game Design,Highly Positive
video29,0.95,Audience Anticipation,Highly Positive
video1,0.15,Social Interaction,Highly Negative
video62,0.5,Information Share,Neutral
video2,0.357,Game Plot,Negative
video25,0.925,Audience Reaction,Highly Positive
video59,0.925,Game Plot,Highly Positive
video82,0.5,Social Interaction,Neutral
video43,0.65,Audience Feedback,Positive
video117,0.45,Social Interaction,Neutral
video44,0.5,Audience Reaction,Neutral
video82,0.5,Game Design,Neutral
video89,0.85,Audience Reaction,Highly Positive
video102,0.5,Social Interaction,Neutral
video82,0.25,Game Experience,Negative
video76,0.65,Game Plot,Positive
video42,0.85,Social Interaction,Highly Positive
video70,0.25,Audience Reaction,Negative
video82,0.85,Game Design,Highly Positive
video52,0.85,Audience Anticipation,Highly Positive
video82,0.85,Social Interaction,Highly Positive
video48,0.652,Game Experience,Positive
video43,0.75,Game Requirement,Positive
video81,0.925,Game Plot,Highly Positive
video13,0.85,Social Interaction,Highly Positive
video82,0.45,Social Interaction,Neutral
video117,0.95,Game Design,Highly Positive
video3,0.75,Audience Anticipation,Positive
video111,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video8,0.75,Audience Feedback,Positive
video47,0.75,Audience Reaction,Positive
video82,0.5,Game Experience,Neutral
video3,0.85,Audience Reaction,Highly Positive
video85,0.5,Game Design,Neutral
video15,0.451,Audience Reaction,Neutral
video54,0.5,Audience Reaction,Neutral
video33,0.95,Audience Reaction,Highly Positive
video42,0.5,Audience Anticipation,Neutral
video82,0.5,Game Plot,Neutral
video3,0.5,Game Experience,Neutral
video19,0.5,Social Interaction,Neutral
video121,0.15,Audience Reaction,Highly Negative
video121,0.925,Game Design,Highly Positive
video59,0.5,Game Plot,Neutral
video82,0.5,Audience Anticipation,Neutral
video3,0.75,Game Design,Positive
video19,0.5,Game Design,Neutral
video92,0.25,Game Experience,Negative
video82,0.25,Social Interaction,Negative
video50,0.95,Audience Feedback,Highly Positive
video82,0.5,Social Interaction,Neutral
video14,0.5,Social Interaction,Neutral
video2,0.15,Audience Feedback,Highly Negative
video81,0.25,Game Experience,Negative
video82,0.25,Audience Reaction,Negative
video82,0.75,Game Design,Positive
video2,0.85,Game Plot,Highly Positive
video7,0.85,Game Plot,Highly Positive
video85,0.925,Social Interaction,Highly Positive
video20,0.5,Audience Reaction,Neutral
video111,0.3,Progress and Updates,Negative
video82,0.5,Audience Anticipation,Neutral
video59,0.85,Game Plot,Highly Positive
video3,0.5,Game Plot,Neutral
video45,0.5,Social Interaction,Neutral
video3,0.5,Social Interaction,Neutral
video3,0.25,Game Experience,Negative
video112,0.925,Audience Reaction,Highly Positive
video82,0.5,Audience Anticipation,Neutral
video23,0.5,Audience Reaction,Neutral
video82,0.65,Audience Reaction,Positive
video4,0.6,Social Interaction,Positive
video94,0.5,Audience Feedback,Neutral
video25,0.75,Game Design,Positive
video44,0.5,Social Interaction,Neutral
video23,0.65,Audience Reaction,Positive
video16,0.456,Audience Anticipation,Neutral
video82,0.5,Game Design,Neutral
video2,0.65,Social Interaction,Positive
video114,0.75,Audience Reaction,Positive
video4,0.25,Audience Reaction,Negative
video82,0.75,Audience Reaction,Positive
video21,0.85,Social Interaction,Highly Positive
video82,0.25,Audience Anticipation,Negative
video82,0.5,Audience Anticipation,Neutral
video82,0.5,Social Interaction,Neutral
video82,0.25,Game Plot,Negative
video73,0.75,Audience Reaction,Positive
video82,0.5,Audience Feedback,Neutral
video42,0.5,Audience Anticipation,Neutral
video82,0.55,Game Experience,Neutral
video3,0.65,Social Interaction,Positive
video82,0.925,Game Design,Highly Positive
video15,0.75,Audience Reaction,Positive
video65,0.456,Audience Reaction,Neutral
video24,0.5,Social Interaction,Neutral
video82,0.75,Social Interaction,Positive
video3,0.5,Game Experience,Neutral
video82,0.5,Audience Anticipation,Neutral
video19,0.75,Social Interaction,Positive
video13,0.995,Audience Anticipation,Highly Positive
video111,0.25,Audience Feedback,Negative
video8,0.95,Audience Reaction,Highly Positive
video47,0.35,Game Experience,Negative
video33,0.85,Game Design,Highly Positive
video4,0.95,Social Interaction,Highly Positive
video60,0.456,Game Experience,Neutral
video14,0.5,Social Interaction,Neutral
video82,0.925,Game Plot,Highly Positive
video16,0.25,Game Plot,Negative
video60,0.25,Game Experience,Negative
video92,0.5,Social Interaction,Neutral
video32,0.456,Social Interaction,Neutral
video82,0.5,Audience Anticipation,Neutral
video60,0.75,Social Interaction,Positive
video3,0.5,Game Design,Neutral
