video,Sentiment Score,Classification,IP,Label
video81,0.85,Game Experience,Zhejiang,Highly Positive
video20,0.5,Game Requirement,Ningxia,Neutral
video11,0.65,Audience Reaction,Jiangsu,Positive
video56,0.95,Social Interaction,Liaoning,Highly Positive
video59,0.5,Social Interaction,Sichuan,Neutral
video22,0.925,Social Interaction,Anhui,Highly Positive
video49,0.85,Audience Feedback,Anhui,Highly Positive
video22,0.75,Social Interaction,Liaoning,Positive
video1,0.35,Game Design,Shaanxi,Negative
video59,0.75,Game Plot,Shaanxi,Positive
video21,0.925,Social Interaction,Hunan,Highly Positive
video55,0.85,Audience Reaction,Jiangsu,Highly Positive
video59,0.925,Game Design,Hainan,Highly Positive
video50,0.852,Game Plot,Sichuan,Highly Positive
video21,0.85,Audience Feedback,Shanxi,Highly Positive
video3,0.85,Game Design,Shaanxi,Highly Positive
video6,0.5,Social Interaction,Zhejiang,Neutral
video15,0.75,Social Interaction,Chongqing,Positive
video80,0.75,Game Design,Heilongjiang,Positive
video6,0.95,Audience Reaction,Hebei,Highly Positive
video80,0.5,Social Interaction,Hunan,Neutral
video48,0.5,Social Interaction,Shanxi,Neutral
video42,0.0,Game Plot,Beijing,Highly Negative
video14,0.75,Audience Reaction,Xinjiang,Positive
video15,0.85,Audience Reaction,Jiangxi,Highly Positive
video8,0.5,Social Interaction,Heilongjiang,Neutral
video59,0.85,Game Plot,Shanxi,Highly Positive
video59,0.253,Audience Reaction,Zhejiang,Negative
video15,0.5,Social Interaction,Hunan,Neutral
video2,0.5,Social Interaction,Jiangxi,Neutral
video89,0.5,Social Interaction,Hainan,Neutral
video80,0.5,Information Share,Zhejiang,Neutral
video27,0.925,Game Design,Chongqing,Highly Positive
video20,0.95,Audience Anticipation,Fujian,Highly Positive
video57,0.456,Audience Feedback,Guangdong,Neutral
video56,0.65,Audience Reaction,Henan,Positive
video56,0.75,Audience Reaction,Inner Mongolia,Positive
video76,0.75,Audience Reaction,Henan,Positive
video81,0.5,Social Interaction,Jiangsu,Neutral
video22,0.75,Audience Anticipation,Jiangxi,Positive
video6,0.75,Audience Reaction,Zhejiang,Positive
video76,0.5,Game Experience,Shaanxi,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video22,0.85,Social Interaction,Henan,Highly Positive
video47,0.5,Game Design,Zhejiang,Neutral
video46,0.75,Game Plot,Liaoning,Positive
video22,0.95,Audience Reaction,Guizhou,Highly Positive
video14,0.45,Audience Feedback,Guizhou,Neutral
video47,0.456,Audience Reaction,Hubei,Neutral
video21,0.85,Game Design,Jiangsu,Highly Positive
video1,0.905,Audience Reaction,Liaoning,Highly Positive
video56,0.65,Social Interaction,Tianjin,Positive
video6,0.35,Audience Reaction,Jiangsu,Negative
video50,0.9,Social Interaction,Hubei,Highly Positive
video44,0.5,Social Interaction,Guangdong,Neutral
video22,0.985,Audience Reaction,Guangdong,Highly Positive
video6,0.5,Social Interaction,Shandong,Neutral
video14,0.95,Social Interaction,Jiangsu,Highly Positive
video81,0.5,Game Experience,Shanghai,Neutral
video41,0.65,Game Plot,Jiangsu,Positive
video28,0.215,Audience Feedback,Hubei,Negative
video46,0.85,Game Plot,Liaoning,Highly Positive
video54,0.925,Audience Reaction,Fujian,Highly Positive
video62,0.9,Audience Feedback,Shandong,Highly Positive
video83,0.75,Audience Reaction,Hebei,Positive
video80,0.55,Audience Reaction,Yunnan,Neutral
video82,0.5,Game Plot,Henan,Neutral
video46,0.5,Social Interaction,Unknown,Neutral
video2,0.65,Game Design,Shanghai,Positive
video46,0.5,Social Interaction,Sichuan,Neutral
video56,0.5,Game Experience,Fujian,Neutral
video41,0.652,Social Interaction,Heilongjiang,Positive
video22,0.925,Audience Anticipation,Zhejiang,Highly Positive
video84,0.5,Audience Reaction,Hainan,Neutral
video20,0.925,Audience Reaction,Shanghai,Highly Positive
video61,0.9,Social Interaction,Gansu,Highly Positive
video81,0.85,Audience Reaction,Chongqing,Highly Positive
video75,0.75,Game Plot,Hubei,Positive
video22,0.999,Social Interaction,Sichuan,Highly Positive
video10,0.25,Game Experience,Shandong,Negative
video59,0.85,Game Plot,Shaanxi,Highly Positive
video59,0.5,Social Interaction,Shandong,Neutral
video40,0.85,Audience Anticipation,Shaanxi,Highly Positive
video50,0.85,Game Plot,Hunan,Highly Positive
video60,0.15,Audience Feedback,Hunan,Highly Negative
video56,0.5,Social Interaction,Jiangsu,Neutral
video80,0.5,Social Interaction,Jiangsu,Neutral
video60,0.25,Game Experience,Shaanxi,Negative
video21,0.85,Game Plot,Liaoning,Highly Positive
video21,0.95,Social Interaction,Hebei,Highly Positive
video56,0.85,Game Requirement,Zhejiang,Highly Positive
video1,0.45,Audience Reaction,Liaoning,Neutral
video75,0.925,Audience Reaction,Guangxi,Highly Positive
video88,0.85,Game Experience,Jilin,Highly Positive
video67,0.925,Game Experience,Guangdong,Highly Positive
video83,0.5,Social Interaction,Jiangsu,Neutral
video56,0.999,Social Interaction,Hubei,Highly Positive
video56,0.35,Audience Reaction,Chongqing,Negative
video22,0.925,Audience Anticipation,Shaanxi,Highly Positive
video17,0.85,Social Interaction,Hubei,Highly Positive
video82,0.5,Social Interaction,Sichuan,Neutral
video62,0.753,Game Plot,Qinghai,Positive
video79,0.85,Social Interaction,Inner Mongolia,Highly Positive
video89,0.65,Game Experience,Shaanxi,Positive
video46,0.456,Audience Feedback,Jiangsu,Neutral
video6,0.5,Social Interaction,Hubei,Neutral
video80,0.5,Social Interaction,Guangxi,Neutral
video6,0.5,Social Interaction,Yunnan,Neutral
video80,0.85,Audience Reaction,Sichuan,Highly Positive
video84,0.925,Game Experience,Gansu,Highly Positive
video22,0.85,Audience Reaction,Henan,Highly Positive
video40,0.75,Audience Reaction,Jiangsu,Positive
video41,0.235,Social Interaction,Shaanxi,Negative
video6,0.456,Audience Reaction,Hunan,Neutral
video41,0.852,Game Plot,Henan,Highly Positive
video1,0.5,Game Plot,Beijing,Neutral
video15,0.45,Audience Reaction,Guangdong,Neutral
video11,0.925,Social Interaction,Hunan,Highly Positive
video82,0.35,Game Experience,Hunan,Negative
video80,0.852,Game Experience,Guangdong,Highly Positive
video44,0.5,Social Interaction,Zhejiang,Neutral
video21,0.925,Social Interaction,Beijing,Highly Positive
video6,0.75,Game Experience,Jiangsu,Positive
video49,0.65,Game Design,Shandong,Positive
video14,0.95,Social Interaction,Jilin,Highly Positive
video67,0.852,Game Plot,Fujian,Highly Positive
video26,0.35,Audience Reaction,Anhui,Negative
video59,0.85,Audience Anticipation,Fujian,Highly Positive
video14,0.985,Audience Reaction,Sichuan,Highly Positive
video22,0.985,Game Design,Inner Mongolia,Highly Positive
video23,0.925,Audience Anticipation,Jiangsu,Highly Positive
video50,0.75,Audience Reaction,Anhui,Positive
video50,0.85,Audience Reaction,Yunnan,Highly Positive
video76,0.25,Progress and Updates,Chongqing,Negative
video56,0.85,Audience Reaction,Jiangsu,Highly Positive
video59,0.25,Audience Reaction,Shandong,Negative
video55,0.357,Game Plot,Shandong,Negative
video21,0.5,Social Interaction,Guangdong,Neutral
video59,0.451,Game Plot,Zhejiang,Neutral
video44,0.65,Game Plot,Sichuan,Positive
video49,0.85,Social Interaction,Fujian,Highly Positive
video6,0.5,Social Interaction,Tianjin,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video13,0.652,Game Plot,Ningxia,Positive
video22,0.925,Game Design,Anhui,Highly Positive
video62,0.65,Audience Reaction,Inner Mongolia,Positive
video22,0.15,Audience Reaction,Gansu,Highly Negative
video6,0.5,Social Interaction,Guangxi,Neutral
video20,0.85,Audience Reaction,Zhejiang,Highly Positive
video6,0.5,Audience Reaction,Fujian,Neutral
video41,0.5,Social Interaction,Guangdong,Neutral
video6,0.999,Social Interaction,Shandong,Highly Positive
video64,0.65,Audience Reaction,Hebei,Positive
video81,0.65,Audience Reaction,Qinghai,Positive
video6,0.45,Game Experience,Henan,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video17,0.95,Audience Reaction,Zhejiang,Highly Positive
video6,0.95,Social Interaction,Henan,Highly Positive
video22,0.85,Audience Reaction,Jiangsu,Highly Positive
video47,0.925,Audience Anticipation,Beijing,Highly Positive
video20,0.85,Audience Feedback,Shanghai,Highly Positive
video20,0.925,Audience Feedback,Shandong,Highly Positive
video6,0.75,Social Interaction,Hunan,Positive
video57,0.35,Social Interaction,Shandong,Negative
video6,0.5,Audience Reaction,Jiangsu,Neutral
video81,0.925,Game Plot,Zhejiang,Highly Positive
video44,0.75,Audience Reaction,Henan,Positive
video15,0.5,Social Interaction,Fujian,Neutral
video6,0.95,Social Interaction,Guangxi,Highly Positive
video1,0.875,Game Plot,Shaanxi,Highly Positive
video56,0.75,Game Experience,Sichuan,Positive
video54,0.5,Social Interaction,Anhui,Neutral
video22,0.985,Audience Reaction,Anhui,Highly Positive
video22,0.925,Game Plot,Guangdong,Highly Positive
video6,0.95,Audience Reaction,Beijing,Highly Positive
video7,0.5,Audience Reaction,Chongqing,Neutral
video56,0.925,Audience Reaction,Hubei,Highly Positive
video21,0.75,Social Interaction,Jilin,Positive
video80,0.5,Social Interaction,Yunnan,Neutral
video3,0.95,Game Design,Hong Kong,Highly Positive
video15,0.25,Audience Reaction,Guizhou,Negative
video36,0.35,Game Experience,Shanghai,Negative
video49,0.456,Game Experience,Henan,Neutral
video59,0.75,Audience Reaction,Hebei,Positive
video80,0.85,Social Interaction,Jilin,Highly Positive
video22,0.45,Social Interaction,Shandong,Neutral
video80,0.789,Game Plot,Henan,Positive
video5,0.35,Game Experience,Shandong,Negative
video11,0.925,Social Interaction,Sichuan,Highly Positive
video62,0.5,Game Plot,Hebei,Neutral
video82,0.75,Social Interaction,Zhejiang,Positive
video21,0.5,Social Interaction,Anhui,Neutral
video46,0.25,Social Interaction,Hubei,Negative
video60,0.85,Game Plot,Shanghai,Highly Positive
video6,0.5,Social Interaction,Henan,Neutral
video46,0.5,Audience Reaction,Shanghai,Neutral
video50,0.456,Audience Reaction,Shanxi,Neutral
video14,0.45,Social Interaction,Jiangsu,Neutral
video1,0.925,Game Plot,Guangdong,Highly Positive
video20,0.5,Social Interaction,Liaoning,Neutral
video22,0.85,Social Interaction,Sichuan,Highly Positive
video80,0.5,Game Requirement,Jiangsu,Neutral
video84,0.35,Social Interaction,Fujian,Negative
video75,0.65,Social Interaction,Henan,Positive
video50,0.925,Game Experience,Hubei,Highly Positive
video59,0.451,Audience Reaction,Liaoning,Neutral
video76,0.925,Game Experience,Fujian,Highly Positive
video22,0.85,Game Plot,Guangdong,Highly Positive
video26,0.5,Social Interaction,Guangdong,Neutral
video21,0.95,Audience Anticipation,Guangdong,Highly Positive
video22,0.9,Audience Reaction,Shanxi,Highly Positive
video81,0.5,Game Experience,Shandong,Neutral
video46,0.456,Social Interaction,Hunan,Neutral
video27,0.95,Progress and Updates,Shandong,Highly Positive
video51,0.25,Game Design,Guangdong,Negative
video80,0.5,Social Interaction,Hunan,Neutral
video76,0.85,Social Interaction,Guangdong,Highly Positive
video76,0.357,Game Experience,Anhui,Negative
video22,0.5,Game Requirement,Sichuan,Neutral
video22,0.5,Social Interaction,Jiangxi,Neutral
video22,0.95,Information Share,Guangdong,Highly Positive
video81,0.5,Game Experience,Guangdong,Neutral
video21,0.65,Game Experience,Guangdong,Positive
video50,0.5,Social Interaction,Beijing,Neutral
video22,0.75,Audience Reaction,Shandong,Positive
video54,0.5,Social Interaction,Guangdong,Neutral
video14,0.5,Social Interaction,Heilongjiang,Neutral
video14,0.85,Social Interaction,Guangdong,Highly Positive
video46,0.85,Game Plot,Yunnan,Highly Positive
video22,0.888,Social Interaction,Henan,Highly Positive
video76,0.85,Game Plot,Hebei,Highly Positive
video82,0.75,Social Interaction,Guangdong,Positive
video21,0.85,Audience Reaction,Hebei,Highly Positive
video80,0.5,Social Interaction,Guangdong,Neutral
video11,0.95,Audience Reaction,Jiangxi,Highly Positive
video34,0.75,Social Interaction,Guangdong,Positive
video44,0.85,Game Plot,Guangdong,Highly Positive
video6,0.5,Social Interaction,Shanghai,Neutral
video77,0.654,Game Plot,Shanghai,Positive
video81,0.456,Audience Reaction,Shanxi,Neutral
video56,0.925,Audience Anticipation,Shanghai,Highly Positive
video80,0.5,Social Interaction,Henan,Neutral
video16,0.5,Audience Reaction,Yunnan,Neutral
video22,0.75,Social Interaction,Yunnan,Positive
video6,0.5,Game Requirement,Guangdong,Neutral
video50,0.65,Social Interaction,Guangdong,Positive
video1,0.5,Game Experience,Fujian,Neutral
video82,0.652,Game Experience,Anhui,Positive
video21,0.5,Social Interaction,Jiangsu,Neutral
video81,0.925,Game Design,Chongqing,Highly Positive
video49,0.75,Social Interaction,Anhui,Positive
video26,0.25,Social Interaction,Hainan,Negative
video65,0.85,Audience Reaction,Jiangxi,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video50,0.25,Social Interaction,Shanghai,Negative
video21,0.45,Social Interaction,Hunan,Neutral
video80,0.85,Social Interaction,Guizhou,Highly Positive
video50,0.5,Social Interaction,Shandong,Neutral
video82,0.5,Social Interaction,Jiangsu,Neutral
video59,0.852,Game Experience,Heilongjiang,Highly Positive
video14,0.35,Game Experience,Zhejiang,Negative
video14,0.95,Audience Reaction,Zhejiang,Highly Positive
video6,0.5,Social Interaction,Hubei,Neutral
video6,0.5,Social Interaction,Guangdong,Neutral
video21,0.85,Social Interaction,Hebei,Highly Positive
video22,0.75,Game Plot,Liaoning,Positive
video50,0.652,Game Experience,Sichuan,Positive
video15,0.85,Game Plot,Jiangsu,Highly Positive
video75,0.5,Social Interaction,Guangdong,Neutral
video22,0.95,Social Interaction,Shandong,Highly Positive
video41,0.925,Game Plot,Jiangsu,Highly Positive
video1,0.5,Social Interaction,Jilin,Neutral
video46,0.65,Game Experience,Liaoning,Positive
video6,0.5,Social Interaction,Hunan,Neutral
video6,0.5,Social Interaction,Shaanxi,Neutral
video11,0.925,Audience Reaction,Beijing,Highly Positive
video56,0.2,Audience Reaction,Henan,Negative
video21,0.85,Social Interaction,Sichuan,Highly Positive
video46,0.45,Audience Reaction,Anhui,Neutral
video6,0.5,Audience Reaction,Fujian,Neutral
video1,0.5,Information Share,Beijing,Neutral
video7,0.35,Game Experience,Shanghai,Negative
video26,0.15,Game Experience,Guangdong,Highly Negative
video42,0.75,Audience Reaction,Jiangsu,Positive
video75,0.5,Game Plot,Anhui,Neutral
video50,0.85,Game Design,Guangdong,Highly Positive
video6,0.25,Audience Reaction,Sichuan,Negative
video21,0.85,Social Interaction,Shanxi,Highly Positive
video56,0.75,Game Plot,Sichuan,Positive
video47,0.925,Audience Anticipation,Heilongjiang,Highly Positive
video11,0.95,Audience Reaction,Anhui,Highly Positive
video46,0.456,Audience Reaction,Shandong,Neutral
video56,0.5,Social Interaction,Yunnan,Neutral
video56,0.789,Audience Reaction,Jiangxi,Positive
video50,0.75,Audience Reaction,Jiangsu,Positive
video20,0.5,Social Interaction,Yunnan,Neutral
video41,0.45,Audience Reaction,Guangdong,Neutral
video6,0.45,Game Experience,Unknown,Neutral
video52,0.852,Audience Reaction,Zhejiang,Highly Positive
video81,0.5,Social Interaction,Guangdong,Neutral
video42,0.9,Audience Reaction,Fujian,Highly Positive
video67,0.85,Social Interaction,Chongqing,Highly Positive
video80,0.45,Social Interaction,Henan,Neutral
video60,0.85,Game Plot,Guizhou,Highly Positive
video80,0.85,Audience Reaction,Shandong,Highly Positive
video14,0.95,Audience Reaction,Guangdong,Highly Positive
video6,0.5,Social Interaction,Guangdong,Neutral
video17,0.95,Audience Reaction,Sichuan,Highly Positive
video80,0.5,Social Interaction,Hebei,Neutral
video28,0.5,Social Interaction,Henan,Neutral
video22,0.85,Game Plot,Fujian,Highly Positive
video50,0.65,Game Plot,Liaoning,Positive
video41,0.75,Social Interaction,Anhui,Positive
video38,0.5,Social Interaction,Guangdong,Neutral
video14,0.5,Social Interaction,Zhejiang,Neutral
video80,0.5,Social Interaction,Hebei,Neutral
video80,0.5,Social Interaction,Liaoning,Neutral
video81,0.85,Social Interaction,Fujian,Highly Positive
video21,0.925,Social Interaction,Henan,Highly Positive
video70,0.85,Social Interaction,Henan,Highly Positive
video50,0.45,Social Interaction,Hainan,Neutral
video50,0.5,Game Experience,Shandong,Neutral
video20,0.65,Social Interaction,Jiangxi,Positive
video17,0.925,Audience Reaction,Yunnan,Highly Positive
video81,0.5,Social Interaction,Guangdong,Neutral
video21,0.85,Progress and Updates,Heilongjiang,Highly Positive
video83,0.753,Game Experience,Liaoning,Positive
video67,0.925,Game Plot,Hubei,Highly Positive
video80,0.85,Audience Reaction,Hubei,Highly Positive
video61,0.654,Game Plot,Hainan,Positive
video22,0.852,Audience Feedback,Chongqing,Highly Positive
video14,0.925,Audience Reaction,Jiangsu,Highly Positive
video2,0.5,Social Interaction,Hainan,Neutral
video22,0.15,Social Interaction,Liaoning,Highly Negative
video44,0.925,Social Interaction,Shandong,Highly Positive
video1,0.85,Game Plot,Guangdong,Highly Positive
video80,0.85,Audience Reaction,Henan,Highly Positive
video13,0.5,Social Interaction,Hubei,Neutral
video6,0.5,Social Interaction,Hebei,Neutral
video41,0.85,Audience Reaction,Shandong,Highly Positive
video42,0.925,Game Plot,Heilongjiang,Highly Positive
video21,0.6,Information Share,Guangdong,Positive
